,Cosine
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
10,0.1737309718305403
11,0.16069832208164886
12,0.1726550899489543
13,0.14075142954610484
0,0.46106319324597883
1,0.4347353807005309
2,0.40928665700794675
3,0.3760625532885163
4,0.3278683106904126
5,0.2909521831320205
6,0.25256133064811737
7,0.23130478740217458
8,0.20172650917605423
9,0.1900585137604589
10,0.17407566684732517
11,0.17300748771309282
12,0.17056043917662345
13,0.14978224242220106
0,0.4182760243277259
1,0.40914626933604875
2,0.380305196528912
3,0.37303265322863766
4,0.308531387331431
5,0.2603047634383015
6,0.24301778149725836
7,0.224478962308812
8,0.19088542034799275
9,0.16284783069606826
